pathway	pval	padj	ES	NES	nMoreExtreme	size
5990980	1.05159105726965e-05	0.000213920687992296	0.538849686537971	2.68107089032641	0	369
5990979	1.07902801156718e-05	0.000213920687992296	0.559475493154341	2.74288596404864	0	317
5991210	1.13071008593397e-05	0.000213920687992296	0.423851201438441	2.01042422352031	0	231
5991454	1.1787448724598e-05	0.000213920687992296	0.557624682888066	2.55377572263028	0	173
5991023	1.19078806354045e-05	0.000213920687992296	0.494476586501543	2.24125585000102	0	160
5991209	1.19316080228132e-05	0.000213920687992296	0.524879644608933	2.37307274817049	0	157
5991502	1.23635374553367e-05	0.000213920687992296	0.605290660179594	2.64078794133084	0	123
5991600	1.2370113805047e-05	0.000213920687992296	0.601552091557669	2.62180931939167	0	122
5991599	1.24500441976569e-05	0.000213920687992296	0.616459987606916	2.66652994618183	0	116
5990991	1.26752351256116e-05	0.000213920687992296	0.628524711726734	2.66037675006154	0	101
5990988	1.27090641045193e-05	0.000213920687992296	0.601309234717173	2.53315560499947	0	98
5991009	1.27919768721058e-05	0.000213920687992296	0.606523158074858	2.53430779655934	0	93
5990990	1.29490068111776e-05	0.000213920687992296	0.623290529967304	2.55982452682921	0	84
5990981	1.29767327182362e-05	0.000213920687992296	0.644000596613712	2.63409173432093	0	82
5991851	1.29767327182362e-05	0.000213920687992296	0.725326964773323	2.96673290775772	0	82
5990987	1.30607980147587e-05	0.000213920687992296	0.647855512486377	2.62717639511285	0	78
5991757	1.30607980147587e-05	0.000213920687992296	0.670597949428748	2.71940126987394	0	78
5992217	1.31615314758025e-05	0.000213920687992296	0.734798686878103	2.95083114113779	0	74
5990977	1.34032087281695e-05	0.000213920687992296	0.578846390178477	2.25578281476077	0	63
5990978	1.34032087281695e-05	0.000213920687992296	0.578846390178477	2.25578281476077	0	63
5991078	1.36193394620361e-05	0.000213920687992296	0.633763992265673	2.40440667638446	0	55
5991506	1.36193394620361e-05	0.000213920687992296	0.645117062803597	2.44747854372306	0	55
5990983	1.36343804537522e-05	0.000213920687992296	0.59385572725555	2.24444703355865	0	54
5990992	1.36343804537522e-05	0.000213920687992296	0.59385572725555	2.24444703355865	0	54
5990993	1.36984424870892e-05	0.000213920687992296	0.571685358177299	2.14400193276687	0	52
5990994	1.36984424870892e-05	0.000213920687992296	0.571685358177299	2.14400193276687	0	52
5991022	1.37695527649262e-05	0.000213920687992296	0.690491914951155	2.56023106695324	0	49
5991017	1.39159476760367e-05	0.000213920687992296	0.688130747626764	2.49588141708374	0	44
5991016	1.43137282968095e-05	0.000213920687992296	0.693613225514781	2.38198404438661	0	34
5990998	1.44385567218701e-05	0.000213920687992296	0.777238329741357	2.6132249941765	0	31
5991398	1.44682205535541e-05	0.000213920687992296	0.680529431112813	2.27085897268257	0	30
5990989	1.45532868598373e-05	0.000213920687992296	0.718885950039118	2.36028274808737	0	28
5991393	1.4685581695891e-05	0.000213920687992296	0.771667151302997	2.48601163151019	0	26
5992049	1.47455652712447e-05	0.000213920687992296	0.689341984963582	2.20001285544774	0	25
5992050	1.47455652712447e-05	0.000213920687992296	0.689341984963582	2.20001285544774	0	25
5991021	1.47717033251104e-05	0.000213920687992296	0.74618818590814	2.36029544735219	0	24
5991504	1.47717033251104e-05	0.000213920687992296	0.708375426859137	2.24068851076345	0	24
5991042	1.48203038162282e-05	0.000213920687992296	0.770743977542755	2.41344446362686	0	23
5991610	1.4885160983016e-05	0.000213920687992296	0.748441524804594	2.31822447174998	0	22
5990999	1.4967147112089e-05	0.000213920687992296	0.760367665936474	2.30223715631447	0	20
5991662	1.4967147112089e-05	0.000213920687992296	0.772153119230007	2.33792108882751	0	20
5991129	2.52089189155123e-05	0.00035172444010691	0.454296083100451	1.93447733442189	1	105
5992313	2.92132862025649e-05	0.000389067857152342	-0.385880878528321	-1.95086711865778	0	147
5992314	2.92132862025649e-05	0.000389067857152342	-0.385880878528321	-1.95086711865778	0	147
5991130	3.77026517531733e-05	0.000490972309496879	0.453750608402058	1.94061051387162	2	108
5990976	4.13086582947786e-05	0.000526236386103049	0.559431315871011	2.07427980502974	2	49
5991201	4.60553585409662e-05	0.000562259168854296	0.753033176653084	2.15069122514158	2	16
5991348	4.60553585409662e-05	0.000562259168854296	0.753033176653084	2.15069122514158	2	16
5992392	5.92812152649129e-05	0.000708954941739571	0.695609011629271	2.17817299502997	3	23
5991449	6.7554786932202e-05	0.000776217747887655	0.541571806698263	2.08385612080159	4	59
5991450	6.7554786932202e-05	0.000776217747887655	0.541571806698263	2.08385612080159	4	59
5991364	9.21107170819325e-05	0.00103570793743132	0.742481436754735	2.1205550570245	5	16
5992320	9.51995620820144e-05	0.00103570793743132	-0.453561234336851	-1.99979142883075	3	68
5991448	9.54406631762653e-05	0.00103570793743132	0.531689249230104	2.00949204232564	6	54
5991344	0.000123428218776518	0.00129158814648285	0.748407755653039	2.10165454608171	7	15
5991355	0.000123428218776518	0.00129158814648285	0.748407755653039	2.10165454608171	7	15
5991124	0.000139427586381727	0.00143341343192443	0.442681917852762	1.87375398286674	10	101
5991000	0.000200570855511841	0.00202645726430929	0.741784637660063	2.08305571952756	12	15
5991003	0.000222304557243423	0.00217117450907744	0.667547493167619	2.09030345813375	14	23
5991004	0.000222304557243423	0.00217117450907744	0.667547493167619	2.09030345813375	14	23
5991624	0.00029314201959423	0.00281608563085604	0.728873997559629	2.04680047597223	18	15
5991358	0.000312074443940082	0.00294960684111109	0.581422000387421	2.03298510503202	21	37
5991365	0.00033473821949698	0.00311359677182905	0.712325386949877	2.07066224876185	21	17
5992218	0.000392856063582243	0.00350849317402803	0.702021200590048	2.06958875289429	25	18
5991352	0.000398835989777981	0.00350849317402803	0.646830777049759	2.04601435282678	26	24
5991361	0.000398835989777981	0.00350849317402803	0.646830777049759	2.04601435282678	26	24
5991079	0.000401141711023683	0.00350849317402803	0.723420334152538	2.03148567410688	25	15
5992394	0.00050389032975176	0.00434234901815487	0.653723003217603	2.04701458439035	33	23
5991595	0.000548824828835257	0.00462658973228678	0.514853294735835	1.92395828974192	39	51
5991359	0.000552664302491595	0.00462658973228678	0.711468403381811	2.03198066109068	35	16
5991505	0.000605056543974645	0.00499384696857947	0.587568512983635	1.9896994860426	41	32
5991593	0.00077284018768976	0.00629006041647499	0.518235181138003	1.91342431213631	55	48
5992282	0.000862623545236564	0.00692462188367981	0.610142045881856	1.98502846912449	58	27
5992219	0.00112852120317722	0.00879321967120269	0.586304738678019	1.95644055302081	77	30
5991457	0.00112865352931256	0.00879321967120269	0.439208837364733	1.79963133655234	86	83
5991234	0.00114041756827885	0.00879321967120269	0.600865630057702	1.95484869438733	77	27
5991107	0.00116673574970448	0.00887931362762109	0.687296156514851	1.962943810072	75	16
5991594	0.00132013201320132	0.00991791486840992	0.501281869828255	1.86546526607303	95	50
5991582	0.00147897739277414	0.0109706424324765	-0.645789937594646	-1.99620805806903	76	16
5992134	0.0016280449766444	0.0119254294539202	0.669999928330425	1.94762616029657	106	17
5992122	0.00182829168051736	0.0132269003059651	0.65835826803369	1.9408685460671	120	18
5991838	0.00192502331858144	0.0136837740529357	-0.594354921219193	-1.95149332476154	96	20
5991592	0.00193814547166154	0.0136837740529357	0.500471229231919	1.8392432093769	139	47
5991122	0.00198093706936151	0.0138193943172124	0.551254415740518	1.87987925597684	137	33
5991147	0.00207543302244542	0.0143082794253296	-0.356960956857488	-1.66875172004953	80	93
5991357	0.00210483531478175	0.0143422499356059	0.574746401695944	1.9020441232619	144	29
5991834	0.00227312686810841	0.0153109464909371	0.395632814639965	1.6944216365865	180	109
5992312	0.00240874919870238	0.0160400798913591	-0.617131551964661	-1.93919876371666	123	17
5992327	0.00243935232314696	0.0160613534984732	-0.631229233429711	-1.95119931251089	126	16
5991751	0.00284646859989326	0.0185336733281939	-0.440633224827068	-1.79461936525625	127	47
5991578	0.00293916751184981	0.018763581459818	-0.516520899081321	-1.87537682315533	141	29
5991574	0.00296373385217529	0.018763581459818	-0.424487453496504	-1.76895448752989	130	52
5991421	0.00297783801324756	0.018763581459818	-0.638591779591562	-1.9366587565303	155	15
5991547	0.00303740345396164	0.0189353023832077	-0.462632793385889	-1.81495162312456	139	40
5991171	0.00315371881956733	0.0194534655606995	0.529643161964498	1.82986770700587	220	35
5992206	0.00332270665888375	0.0202823552302696	0.622159388618212	1.88377087269043	221	20
5991456	0.00344464520154424	0.0208099184340714	0.417960076765965	1.70616595646277	264	81
5991591	0.00353410341034103	0.0211324959026515	0.478251147754269	1.7797589705385	256	50
5992292	0.00360010706638116	0.0213097246555491	0.444902584107028	1.73917534868887	268	64
5991427	0.00413484532901335	0.0242301936280182	0.663346618346713	1.86278860092762	267	15
5990985	0.00468247000292654	0.0271675982348015	0.489498579909506	1.7677743767953	335	43
5991002	0.00484536367915386	0.0278370893723938	0.478274077184574	1.7576681681238	349	47
5991780	0.00508671067262876	0.0289399267394219	-0.381940769429922	-1.66818935333467	214	65
5991325	0.00517175021649187	0.029140823335233	-0.371955703233887	-1.65907529488725	214	72
5992087	0.00557390192223261	0.0311076812040792	-0.612996992676744	-1.85903738747383	291	15
5991987	0.00566934544829824	0.0313418531387054	-0.611996494308261	-1.85600317377402	296	15
5991077	0.00608594176994549	0.0333304848335333	0.571035371603074	1.80626310269368	411	24
5991346	0.00615637766681798	0.033404049192179	0.501636686189791	1.75400984221775	433	37
5991036	0.00663656639286297	0.0356791551029147	-0.313295856746286	-1.52573479217382	243	117
5991123	0.00729192858938899	0.0388460923034722	0.480326591577504	1.72562939782197	521	42
5991832	0.00736569099666543	0.0388855398562698	0.572227605140552	1.79182658029178	496	23
5991330	0.00773934429928473	0.0397829452577268	-0.403084335039289	-1.67270608326059	342	51
5991331	0.00773934429928473	0.0397829452577268	-0.403084335039289	-1.67270608326059	342	51
5991332	0.00773934429928473	0.0397829452577268	-0.403084335039289	-1.67270608326059	342	51
5991588	0.00801131008482564	0.0408228496496332	0.465355980487371	1.70344882366185	577	46
5992205	0.00829530688102505	0.0419056020024197	0.607152904722031	1.78991292833276	548	18
5991048	0.00873001976136278	0.0437247143603298	0.364221199877863	1.56685639406654	697	112
5991833	0.00908169524977996	0.0451006221726361	0.417546400443628	1.6415834063787	680	66
5991518	0.00917207098279168	0.0451666688732431	0.347065500523327	1.53325193479931	750	134
